정보원,일자,인용문
민주당_이해찬,2020-04-20,(정부안을) 최대한 신속히 수정해서 5월 초에 (전 국민 지급을) 실행할 수 있도록 해야 한다
민주당_이해찬,2020-04-20,당이 나서 (홍 부총리) 해임 건의를 할 수도 있다
민주당_이해찬,2020-04-20,재난지원금 정쟁 삼으면 응분 조치
민주당_이해찬,2020-04-20,"상임위 및 예산결산위 심사를 최대한 신속하게 하고 5월 초에 긴급재난지원금 지급을 실행할 수 있어야 한다
긴급재난 지원금은 복지대책이 아니다. 국가 경제와 일자리를 위한 수요 대책 등이 그 안에 포함된 것
미래통합당 당선자 가운데 '전 국민 지급'을 반대하는 말이 나오는 거 같은데, 자기 당이 선거 때 공약한 것을 바로 뒤집는 수준
야당이 또 이 문제를 정쟁거리로 삼으면 응분의 조치가 있어야 한다"
민주당_이해찬,2020-04-20,"검찰총장 거취 같은 이야기보다 중요한 것은 코로나 국난극복
언론에서 개헌이나 검찰총장 거취 같은 이야기가 나오는데 현재 우리에게 가장 중요한 것은 코로나 국난극복
경제 위기, 일자리 비상사태를 타개해 나가는 엄중한 상황으로, 우리 당은 이 상황에 집중하겠다
긴급재난지원금은 재난 대책이지 복지 대책이 아니다
복지 대책으로 잘못 생각하니까 여러 합리적 정책이 나오지 않는다
추가경정예산안에 대한 상임위 및 예산결산위 심사를 최대한 신속하게 하고 5월 초에 실행할 수 있어야 한다
미래통합당 당선자들 가운데 전 국민 지급에 반대한다는 말이 나오는 것 같은데 대책의 성격을 구분하지 못하고 자기 당이 선거에서 공약한 것을 바로 뒤집는 그분들은 20대 국회에서 한 치도 벗어나고 있지 못하다
만약 또 정쟁거리로 삼으면 응분의 조치가 있어야 한다
코로나 경제 위기 대응에 앞으로 연말까지가 매우 중요한 시기
21대 개원 준비, 전당 대회 등 일정이 많지만, 당 운영의 핵심은 여전히 국난 극복과 비상경제 대응"
민주당_이해찬,2020-04-20,재난지원금을 전 국민에게 지급하는 약속도 최대한 신속하게 실행해야 한다
민주당_이해찬,2020-04-19,긴급재난지원금을 전 국민에게 지급하는 등 선거 기간 중 국민께 드린 약속을 최대한 신속하게 실행하겠다
민주당_이해찬,2020-04-19,긴급재난지원금을 전 국민에게 지급하는 등 선거 기간 중 국민께 드린 약속을 최대한 신속하게 실행하겠다
민주당_이해찬,2020-04-18,"총선에서 민주당과 시민당은 기대 이상으로 국민에게 성원을 받았다
긴급재난지원금을 전 국민에게 지급하는 등 선거 기간 드린 약속을 최대한 신속하게 실행하도록 해야 한다"
민주당_이해찬,2020-04-17,"국민이 주신 의석에는 그만큼의 책임이 따른다. 열린우리당의 아픔을 반성해야 한다
정치하면서 제일 중요한 것이 어항 속에서 살고 있다고 생각해야 하는 것이다. 투명하게 사는 게 공직자의 도리
열린우리당의 아픔을 우리는 깊이 반성해야 한다. 그것을 반성해 우리에게 맡겨진 소임을 깊이 생각하며 국회와 정당을 잘 운영해야 한다
상호 긴밀한 소통을 통해 21대 개원을 준비해야 한다
총선에서 민주당과 시민당은 기대 이상으로 국민에게 성원을 받았다. 양당은 그 성원에 보답하는 막중한 책임감을 가져야겠다
신종 코로나바이러스 국난의 완전한 극복과 경제 위기 조기 안정이 급선무
긴급재난지원금을 전 국민에 지급하는 등 선거 기간 국민에게 드린 약속도 최대한 신속하게 실행해야 한다"
민주당_이해찬,2020-04-17,"열린우리당의 아픔을 우리는 깊이 반성해야 한다
그것을 반성해 우리에게 맡겨진 소임을 깊이 생각하며 국회와 정당을 잘 운영해야 한다
국민이 주신 의석에는 그만큼의 책임이 따른다. 이 사실을 결코 잊지 말고 항상 겸허한 자세로 국민의 뜻을 살피고 소기의 성과를 거둬야 한다
정치하면서 제일 중요한 것이 어항 속에서 살고 있다고 생각해야 하는 것
당선되자마자 ‘나는 지나가는 손님 누구나 볼 수 있는 어항 속에서 투명하게 살고 있다’고 생각하는 것이 공직자의 도리라 생각해야 한다
더불어시민당의 소수 정파, 시민사회는 약속대로 본인의 뜻에 따라 활동할 수 있어야 한다
민주당은 연합정당에 참여한 소수정당에 협력을 아끼지 않겠다
다만 등원 전까지는 연합정당의 소속이므로 민주당과 다른 당선자의 입장을 고려해 말씀과 행동에 신중을 기해달라
총선에서 민주당, 시민당은 기대 이상으로 국민에게 성원을 받았다
국민의 큰 성원에 깊이 감사하며 동시에 양당은 그 성원 보답하는 막중한 책임감을 가져야겠다
코로나19 국난의 완전한 극복과 경제 위기의 조기 안정이 급선무
긴급재난지원금을 전국민에게 지급하는 등 선거기간 중 선거기간 중 드린 약속도 최대한 신속하게 실행하도록 해야한다"
민주당_이해찬,2020-04-16,"당이 나서 해임 건의를 할 수도 있다
위기를 버티고 이겨내 다시 일어서게 하려고 사투 중인데 갑자기 거취 논란이 일었다"
민주당_이해찬,2020-04-16,"당장 국회가 국민께 약속드린 긴급재난지원금을 위한 추가경정예산안을 신속 처리해야 한다
국정의 무거운 책임감을 가져야 한다. 임시국회에서 20대 국회의 유종의 미를 거두게 참여해달라"
민주당_이해찬,2020-04-16,민주당은 세월호의 완전한 진상규명과 책임자 처벌이 이뤄지도록 끝까지 노력을 다하겠다
민주당_이해찬,2020-04-15,"우리 당은 약속했던 긴급재난지원금 100% 지급을 위해 선거 다음 날 임시 국회 소집을 요구했는데 '50만원을 주느니, 100조원을 써야 하느니' 하던 미래통합당은 발목 잡을 핑계를 찾고 있다
과연 누가 이 국난을 안정적이고 성공적으로 극복할 수 있는지 이번에 판가름이 날 것"
민주당_이해찬,2020-04-14,"긴급재난지원금 100%를 지급하기 위해 선거 다음날 임시국회 소집을 요구했는데 미래통합당은 ‘빚 내는 추경’이라며 발목 잡을 핑계를 대고 있다
누가 이 국난을 안정적으로 극복할 수 있느냐
(통합당이) 선심성 공약을 내지르고 연일 막말하는 데 진정성이 있을 수 없다
투표함을 열어보기 전에는 승부를 장담할 수 없다"
민주당_이해찬,2020-04-14,"아직 서울과 수도권에 아슬아슬한 박빙 지역이 매우 많다
저희 분석으로는 수도권 (지역구) 121곳 중에서 경합 지역이 70곳에 가깝다
과반 의석이나 180석도 가능하다"
민주당_이해찬,2020-04-14,"통합당이 20대 국회 내내 국정 발목을 그렇게 잡았다
(통합당) 사람들이 국회에 많이 들어오면 코로나 대책인 긴급재난지원금부터 발목을 잡지 않을까 걱정된다"
민주당_이해찬,2020-04-13,"선거는 마지막까지 간절한 마음으로 호소하는 사람이 이기는 것
선거를 결정 짓는 중요한 순간은 보통 3일 전이라고 한다
국민들께서 우리의 간절함을 알아주신 것
국회가 문재인 정부와 함께 신종 코로나바이러스 감염증(코로나19)과 경제 위기를 막아낼 수 있도록 모레 투표에서도 많이 나와 민주당과 더불어시민당을 지지해주길 간곡히 부탁한다
서울과 수도권에 아슬아슬한 박빙 지역이 매우 많다. 121곳 중 경합지역이 약 70곳 가깝다
서울 용산과 중구, 광진, 강남, 경기 분당과 용인 등 박빙 지역의 합리적 유권자들이 지역은 1번, 비례는 5번을 꼭 찍어주기 바란다"
민주당_이해찬,2020-04-13,"서울과 수도권에 아슬아슬한 박빙 지역이 매우 많다. 121곳 중 경합지역이 약 70곳 가깝다
(수도권 중) 50곳 정도만 안정권에 들어갔다. 이곳에서 우리가 얼마를 얻느냐에 따라 선거 결과가 많이 달라질 것
일주일 전만 해도 과반을 넘는다고 큰소리치다 지금은 무릎을 꿇는 읍소작전이다. 정치가 추태를 부려선 안 된다
지더라도 당당히 지고 정도를 걸어야 한다. 우리 당은 정도를 걷고 당당히 해 왔다
통합당이 급하니 지금까지 해 오던 것과 전혀 다른 이야기를 한다. 우리가 전수 지급하겠다고 했더니 '재벌 아들까지 주냐'고 반대하고, 선별적으로 하자고 했더니 '세금 많이 낸 사람들은 왜 빼냐'고 청개구리 심보로 정책에 임한다
총선이 끝나고 어떻게 나올지 종잡을 수 없다
20대 국회와 같은 사람들이 많이 들어오면 재난지원금부터 발목을 잡지 않을까 걱정
막판으로 갈수록 아니면 말고 식 가짜뉴스와 폭로가 더 심해질 것
n번방이니 뭐니 하다 꼬리를 내렸다. 선거 이후라도 잘못된 행태를 추적해 책임을 물을 것"
민주당_이해찬,2020-04-12,"제1당을 넘어 150석이 넘는 과반 정당을 만들어야 개혁과제를 원활히 추진할 수 있다
보통 선거 때 말하기를 충청을 잡는 사람이 전국 선거에서 이긴다는 말이 있다
이 지역에서 얼마나 확보하느냐가 전국 선거에 큰 영향을 미치는 선거가 될 것
우리 쪽이나 저쪽 다 많이 참여한 것 같다
결국은 구슬이 서 말이라도 꿰어야 보배라고 유권자들이 투표해야 좋은 성과를 낸다. 15일 본 투표 때 어느 쪽이 더 많이 참여하냐에 따라 결과가 달라진다
(긴급재난지원금 전국민 확대로) 정책을 정했는데 지금 미래통합당을 믿을 수 없다
저 사람들은 우리가 70%를 주자고 하니 ‘왜 재벌은 안 주냐’ 하고, 다 주자고 하니 ‘왜 재벌도 주냐’고 하는 사람들이라 아무 책임감이 없는 사람
이렇게 많은 사람 희생이 되어가고 있고 전 세계적으로 코로나로 인해서 어려움 겪고 있는데, (통합당이) 지금 말하는걸 보면 얼마나 속이 좁은지 답답하기 이를 데 없다
추경안 심의할 때도 (통합당은) 또 청개구리 같은 소리를 하리라 본다"
민주당_이해찬,2020-04-08,"지원금을 주더라도 바로 소진이 되게끔, 소진이 안 되면 일몰이 되게끔, 그런 방식으로 경제 순환에 도움이 되는 방식으로 추진하려고 생각하고 있다"
민주당_이해찬,2020-04-08,"긴급재정명령은 국회가 열릴 수 없을 때 하는 것이지, 국회가 멀쩡히 살아 있고 총선까지 치르고 있는데 적절치 않다"
민주당_이해찬,2020-04-07,"지역ㆍ소득과 관계 없이 모든 국민을 국가가 보호하고 있다는 것을 제대로 보여주는 것이 중요하다
총선이 끝나는 대로 당에서 면밀히 검토하겠다"
민주당_이해찬,2020-04-07,"지역 소득과 관계없이 모든 국민을 국가가 보호하고 있다는 것을 제대로 보여주는 것이 중요하다
정부가 '코로나 해결'을 명목으로 사실상 매표(買票) 행위를 하고 있다"
민주당_이해찬,2020-04-06,지역과 소득에 상관 없이 모든 국민에게 긴급재난지원금을 지급하자
민주당_이해찬,2020-04-06,코로나19 대응을 위한 긴급재난지원금을 전국민 대상으로 확대해 지원하겠다
민주당_이해찬,2020-04-06,"긴급재난대책에서는 지역과 관계없이 소득과 관계없이 모든 국민을 국가가 보호하고 있음을 보여주는 것이 중요하다
총선이 끝나고 모든 문제를 당이 면밀히 검토해서 국민 전원을 국가가 보호하고 있다는 확신을 할 수 있도록 보여줄 것"
민주당_이해찬,2020-04-06,"긴급재난 대책에 있어서는 소득과 관계 없이 모든 국민을 국가가 보호하고 있다는 것을 한번쯤 제대로 보여주는 것이 중요하다
총선이 끝나는 대로 당에서 면밀히 검토해 국민 전원이 국가로부터 보호받고 있다는 자기확신을 가질 수 있는 대책을 마련하겠다 약속 드린다
참여정부 때 공공기관의 지방이전이 있었는데, 부산이 가장 잘 정착된 모범된 지역
총선이 끝나는 대로 공공기관 이전 시즌2를 통해 정책을 확정 짓도록 하겠다
아직까지 경합지역이 많기 때문에 몇 석 얻는다고 말 못하지만, 우리가 원래 목표로 했던 130석은 무난히 확보하지 않을까 생각한다
셀럽이라는 명망가들, 지명도가 높고 사회적 신분이 높은 분들의 마당을 만들자고 연동형 비례 대표제를 만든 게 아니다"
민주당_이해찬,2020-04-06,"지역ㆍ소득과 관계없이 모든 국민을 국가가 보호하고 있다는 것을 제대로 보여주는 것이 중요하다
총선이 끝나는 대로 당에서 이 문제를 면밀히 검토해서 국민 전원이 국가로부터 보호받고 있단 자기 확신을 가질 수 있도록 대책을 마련하겠다"
민주당_이해찬,2020-04-06,"국가 재정에 한계가 있기 때문에 어떻게 가는 것이 좋을지 더 따져봐야 한다
자영업자, 소상공인, 어려운 계층뿐 아니라 대한민국에 적을 두고 있는 모든 사람을 국가가 마지막까지 보호한다는 모습을 한 번쯤 꼭 보여주겠다는 것이 당의 의지"
민주당_이해찬,2020-04-06,긴급한 재난을 맞이해 국민들을 보호하는 정부와 당의 입장 등을 전달하고 있는데 여러 문제점을 지적받고 있다
민주당_이해찬,2020-04-06,지역 소득과 관계없이 모든 국민에게 국가가 보호하고 있다는 것을 제대로 보여주는 게 중요하다
민주당_이해찬,2020-04-06,모든 국민에게 지원하도록 하겠다
민주당_이해찬,2020-04-06,"지역 소득과 관계없이 모든 국민을 국가가 보호하고 있다는 것을 제대로 보여주는 것이 중요하다
이는 복지정책이 아니라 긴급재난대책
총선이 끝나는 대로 국민 전원이 국가로부터 보호받고 있단 자기 확신을 가질 수 있도록 대책을 마련하겠다"
민주당_이해찬,2020-04-06,"소득 관계없이 전 국민에게 지급해야 한다
긴급 재난대책은 소득 관계 없이, 계층에 관계 없이 모든 국민을 국가 보호하고 있다는 것을 제대로 보여주는 것이 중요하다"
민주당_이해찬,2020-04-06,"지역 소득과 관계없이 모든 국민을 국가가 보호하고 있다는 것을 제대로 보여주는 것이 중요하다
이번 재난은 복지정책이 아니라 긴급재난대책
총선이 끝나는 대로 당에서 이 문제를 면밀히 검토해서 국민 전원이 국가로부터 보호받고 있단 자기 확신을 가질 수 있도록 대책을 마련하겠다
국가 재정에 한계가 있어서 어떻게 할지는 따져봐야 하겠지만 정부가 자영업자 소상공인 어려운 계층의 삶 뿐만 아니라 모든 대한민국 국민을 보호한다는 모습 꼭 보여준다는 게 당의 의지"
민주당_이해찬,2020-04-06,"소득과 관계없이 모든 국민을 국가가 보호하고 있다는 것을 제대로 보여주는 것이 중요하다
긴급한 재난을 맞이해 재난에 대한 국민들을 보호하는 정부 입장, 당의 입장 등 여러가지를 전달하고 있는데 여러 문제점을 지적받고 있다
총선이 끝나는 대로 당에서 이 문제를 면밀히 검토해서 국민 전원이 국가로부터 보호받고 있단 자기 확신을 가질 수 있도록 대책을 마련하겠다"
민주당_이해찬,2020-03-28,"긴급재난지원금 지급을 둘러싸고 많은 의견이 나오는데, 국민의 혼란이 없게 다음 주 3차 비상경제회의까지 당정이 신속하고 과감하게 결단을 내리도록 하겠다"
민주당_이해찬,2020-03-27,"'n번방 3법', 5월 국회 처리할 것"
민주당_이해찬,2020-03-27,"한국의 (우한 코로나 대응) 경험은 지역과 국가를 봉쇄하지 않고도 코로나에 대응해 싸울 수 있음을 전 세계에 보여줬다
국내경제 대책 또한 과감하게 앞서나가고 있다
우한 코로나와 싸우는 각오로 디지털 성범죄와 전쟁을 하겠다
의원들이 발의한 n번방 3법을 과할 정도로 강화하고 5월 국회 내에 처리하겠다
한국의 (우한 코로나 대응) 경험은 지역과 국가를 봉쇄하지 않고도 코로나에 대응해 싸울 수 있음을 전 세계에 보여줬다
국내경제 대책 또한 과감하게 앞서나가고 있다"
민주당_이해찬,2020-03-02,"코로나 경제위기에 ‘재난국민소득’을 50만원씩 어려운 국민들에게 지급해주세요
일자리의 위기, 소득의 위기, 생존의 위기
경계에 서 있는 소상공인, 프리랜서, 비정규직, 학생, 실업자 1000만명에게 마스크를 살 수 있는, 집세를 낼 수 있는, 아이들을 챙길 수 있는 소득이 필요하다"
민주당_이해찬,2020-02-29,"재난 기본소득 50만원을 지급해 달라
경계에 서 있는 소상공인, 프리랜서, 비정규직, 학생, 실업자 1000만명에게 마스크를 살 수 있는, 집세를 낼 수 있는, 아이들을 챙길 수 있는, 집에서 라면이라도 먹을 수 있는 소득이 필요하다
지금은 모두가 힘을 합해 위기를 극복해야할 때인데 경제부처가 아직 경계에 서 있는 많은 국민의 상황을 충분히 인지하고 있는 것 같지 않아 청와대에 청원을 올리게 됐다
국가가 감염을 막는 것도 중요하지만 국민의 안전과 생계를 지켜주는 것도 중요하다
사람들의 일자리의 위기, 소득의 위기, 생존의 위기
사람이 버텨야 기업이 버티고 경제가 버틴다
지금 시기에 재난 기본소득을 받는 사람들은 그 돈을 받아서 저축하지 않는다
밥을 먹고, 일자리를 찾기 위해 출근하고, 마스크를 사고, 집세를 낸다. 버티기 위한 소비를 한다
그래도 형편이 나은 사람들만을 위한 대책
전에 금융위기 등 다른 요인으로 경제가 어렵고 소비가 줄어들었을때의 대책과 유사하다
원외 정당 뿐만 아니라 정의당, 민생당, 민주당 등 기성정당도 고민을 같이 해줬으면 좋겠다
젊은 미래세대가 위기상황 속에서도 버티고 꿈을 꿀 수 있도록 하는 최소한의 소득을 보장해줄 수 있는 방법을 마련하는 것은 모든 정당의 책무가 아닐까한다"
통합당,2020-04-30,"양심상 도저히 찬성할 수 없었다
문재인 정부가 시급성과 국가 재정여력을 고려해 소득 하위 70％ 국민들께 재난지원금 100만원씩을 지급하기로 결정하고 국회에 추경안을 제출했다
그러나 민주당은 재난지원금을 모든 국민에게 지급해야 한다고 윽박지르기 시작했다
국무총리는 협치라는 미사어구로 맞장구 쳤고, 민주당은 약속을 지키라며 야당의 목을 죄었고, 미래통합당은 이 눈치 저 눈치 보며 끌려 다니다 맥없이 합의했다
줬다가 다시 돌려달라고 한다. 돌려주는 국민은 착한 국민인가
국민들의 선의를 강요하는 이런 어처구니 없는 일들을 정책이라고 하고 있다
곧 3차 수퍼 추경을 준비한다고 하는데 나라 빚이 1,700조에 육박하고, 국채비율이 곧 45％를 돌파할 거라고 한다
결국은 나라와 국민이 책임질 수밖에 없다"
통합당,2020-04-30,"정부나 여당이 앞장서 분위기를 조성한다면 정부 눈치를 봐야 하는 공무원이나 기업들은 ‘기부금+α’를 내놓아야 한다는 압박에 시달릴 것이다
대통령부터 참여할 텐데 기업이 거부할 수 있겠느냐"
통합당,2020-04-29,"세출 구조조정을 1조2,000억원 규모로 하면 적자국채 발행은 3조6,000억원에서 3조4,000억원으로 줄게 된다"
통합당,2020-04-29,"연가보상비와 공무원 인건비 820억원, 유가추가하락에따른 유류비 730억원을 감액했으며, 연내집행불가한 SOC사업의 영구율 조정통해 2000억을 감액했다"
통합당,2020-04-28,"재난지원금 분배를 소득이 낮은 사람이 가장 많이 받고, 소득 수준이 높을수록 줄어드는 역삼각형 형태로 차등 지급하자"
통합당,2020-04-28,이번 추경안에 세출 구조조정액이 올해 정부 예산의 1%도 채 되지 않는다. 정부도 고통분담 차원에서 불용예산을 더 찾아내 코로나 경제대책 예산으로 돌려야 한다
통합당,2020-04-28,부총리의 발언에 그래도 우리가 믿을 곳이 있다는 생각이 들어 감사드린다. 제가 처음으로 칭찬을 드린다
통합당,2020-04-28,재난지원금 논의 과정에서 나온 부총리의 발언에 그래도 우리가 믿을 곳이 있다는 생각이 들어 감사 드린다. 제가 처음으로 칭찬을 드린다
통합당,2020-04-28,소득이 낮은 사람에게 더 많이 주고 소득이 많은 사람에게 적게 주는 ‘역삼각형’ 방식은 어떤가
통합당,2020-04-28,"긴급재난지원금 추경 심의가 지연된 것은 지원대상을 70%로 한정한 추경안을 제출한 정부와 재원대책 없이 100%를 주장한 여당간의 엇박자 때문
통합당은 전국민 대상으로 긴급재난지원금을 지원하는 것에 반대한 것이 아니라 미래세대에 부담으로 귀결되는 국채 발행을 통해 재원을 조달하겠다는 정부 여당의 인식에 문제를 제기한 것
추경심의과정에서 적자 국채 발행 최소화를 위해 코로나 사태로 인해 사용되지 않은 사업비를 조정하는 등 추가적인 본예산 세출구조조정안을 마련하고, 자발적으로 지원금을 받지 않는 사람에게 세액 공제 혜택을 줘야 한다"
통합당,2020-04-28,"3조6,000억원 국채 발행에 관해서는 합의된 게 없다. 내일 국채 발행 합의가 안되면 29일 처리가 어려울 수도 있다"
통합당,2020-04-27,국민들의 코로나로 인한 고통을 경감할 수 있도록 최단 시간 내에 추가 경정 예산을 처리하기로 합의했다
통합당,2020-04-25,경제 추락 막는 데 도움될 대안 제시할 것
통합당,2020-04-25,"보수 진보 양측이 총집결하면 보수에 불리하다는 '기울어진 운동장' 선거 지형에 대한 이해가 전혀 없었다
이 상황에서 중도층이 아프게 기억하는 세월호 참사에 대해 막말을 한 것은 자폭 행위 그 자체였다
3040세대 역시 취직, 결혼, 육아, 내 집 마련 등 삶의 애환이 많은데도 '너희에겐 논리가 없다'는 식의 비난까지 했다
우리에게 '정권 심판' 자격이 없음을 겸허하게 인정하고 낮은 자세로 선거운동을 했어야 하는데 '문재인 정권을 심판하라'고 가르치려 드니 국민은 '너희 야당이 더 싫다'고 한 것
국민 다수가 민주당을 '중도 보수 정당'으로 인식하고 통합당을 '극우 정당'으로 본다는 사실도 깨달아야 한다"
통합당,2020-04-24,"형식적이긴 하지만 우리 요구에 따라 기재부에서 추경안 세부계획안을 가져왔고, 청와대에서 세부 시간표까지 낸 상황에서 (재정 건전성을 이유로) 예결위 회의를 열지 않고 버티기는 힘들어 보인다"
통합당,2020-04-24,"사실 힘든 일이지만 한번 해보겠다고 이야기했다
임기를 정확히 할 필요가 없다"
통합당,2020-04-23,여당과 정부가 협의한 예산과 항목을 확인시켜주면 신속하게 심사에 들어가겠다
통합당,2020-04-23,나라를 협찬받아서 운영할 수는 없다
통합당,2020-04-23,"당정 협의가 됐다면 수정 예산안을 제출해달라
국회는 예산을 심사하는 곳이지 증액하는 곳이 아니다"
통합당,2020-04-23,"인기 영합 공약을 내놓았다가 여의치 않아지자 고소득층에게 부담을 떠넘기려는 것
국민을 편 가르기 하겠다는 정치적 술수이자 꼼수"
통합당,2020-04-22,민주당이 정부와 협의가 됐다면 수정 예산안을 국회에 제출해달라
통합당,2020-04-22,조기 전당대회가 전제된다면 할 수 없다
통합당,2020-04-21,"민주당, 뜬금없이 야당 비판해"
통합당,2020-04-21,재정 여건을 악화시키면서까지 부자들에게 돈을 줄 필요는 없다
통합당,2020-04-21,"국민을 조롱하며 자해(自害)를 한다
선거에 졌다고 국민에 화풀이한다"
통합당,2020-04-21,정부가 난색 표하자 애꿎은 야당만 비판
통합당,2020-04-21,"정부가 민주당의 주장에 난색을 표하자 민주당은 뜬금없이 통합당을 공격하기 시작했다
민주당은 힘없는 통합당을 공격하기 전에 정부부터 공격하라
집권당이 정부 발목을 잡기가 뻘쭘한 지 애꿎은 야당을 비판하고 있는 것이다. 참 어처구니가 없다. 언제쯤 어른이 될는지 걱정스럽다
누가 정부의 발목을 잡고 있나
언제까지 국민의 세금으로 생색내기에만 혈안이 돼 있을지 안타깝다"
통합당,2020-04-21,21대 국회에서 다시 제출해서 의논하는 것이 맞는다고 본다
통합당,2020-04-21,"통합당이 회생하려면 당을 해체야 한다
이후 107명의 무소속 의원들이 있는 상태에서 철학과 노선이 맞는 사람들끼리 동질성 높은 정당을 만드는 방법으로 재구성돼야 한다"
통합당,2020-04-20,"민주당은 100% (지급) 운운하는 것을 멈추기 바란다
정부가 제시한 하위 70% 안으로 빨리 합의해야 한다"
통합당,2020-04-15,"선거에 돈을 살포해 표를 얻으려는 금권 선거
재난지원금 신속 지급은 대통령이 여러 차례 강조해왔고, 코로나 경제 위기에 하루빨리 대응하기 위한 차원일 뿐"
통합당,2020-04-14,재난지원금이 국모(國母) 하사금이냐
통합당,2020-04-14,"수십조원의 재난지원금을 고작 고 후보 당선을 위한 거래 수단 정도로 생각하는 황당한 인식
고 후보가 떨어지면 지원금을 주지 않겠다는 거냐"
통합당,2020-04-09,올해 교육부 예산 78조원 가운데 이 정책에 필요한 3조원 정도는 충분히 돌릴 수 있다고 본다
통합당,2020-04-07,선거 포퓰리즘의 공범이 될 수 없다
통합당,2020-04-07,"고작 자신의 성과를 홍보하려 대한민국을 북한미사일발사의 원인제공자로 만들고, 북한이 우리보다 미사일을 덜 쏴서 문제가 없다는 식의 발언이라니 대체 도 후보는 어느 나라 국회의원 후보인지 묻고 싶다"
통합당,2020-04-07,4인 가족 기준 최저 생계비(월 185만원) 수준은 줘야 한다. 민주당이 애초 제시한 100만원은 너무 적다
통합당,2020-04-06,"정부가 국민들에게 주겠다는 지원금을 '안된다'고 막으면 화살이 우리 쪽으로 돌아올 수도 있다
국민들이 호응하는 정부 정책을 반대하는 것은 '반대를 위한 반대'로 보일 수 있다
우리가 오히려 재난지원금 지급 대상과 규모를 정부안보다 늘려잡으면 여당이 재난지원금을 활용해서 자신의 주요 지지층을 결집의 수단으로 삼는 것을 막을 수 있을 것이란 의견도 있었다"
통합당,2020-03-30,지금 같은 위기상황에서는 파격적이고 선제적인 대처가 필요하다는 점에서 정부 대책이 매우 미흡하다
통합당,2020-03-30,미래통합당은 반민주적 군사독재정권의 후예이고 적폐의 핵심
통합당,2020-03-30,"'코로나 국민채' 발행으로 40조원을 마련해 소상공인 중소기업을 돕자
국민 전체에 20만원을 일단 주고, 소상공인 등 피해층은 추가 지원하자"
통합당,2020-03-28,김 위원장이 29일 오후 2시 대국민 메시지로 코로나 비상경제 대책을 발표할 것
통합당,2020-03-28,유 의원이 수도권 중도층에 흡인력이 있는 만큼 그의 지원 활동이 경합 지역 승부에 도움이 될 수 있을 것
통합당,2020-03-26,격식을 차려 협조를 요청하는 서류가 오면 검토해보겠다
통합당,2020-03-24,소상공인 중 올해 1~3월 매출이 지난해보다 감소한 것이 입증되는 업체에 지원하겠다는 것
통합당,2020-03-23,경제활성화에 필요하다면 100조원이라도 추진하겠다
통합당_황교안,2020-04-21,전 국민에게 1인당 50만원 즉각 지급
통합당_황교안,2020-04-14,"라고 반문했다.  이 원내대표는 전날 서울 광진구 건대입구역에서 열린 고 후보 지원유세에서 
이라고 했다.  이 발언이 언론을 통해 알려지자 경쟁자인 통합당 오 후보는 페이스북에서 
라고 했다. 서울 노원병 이준석 후보도 
이라고 했다.  통합당 박형준 공동선대위원장은 이날 라디오 방송에 출연해"
통합당_황교안,2020-04-13,"총선 직전 보수통합이 완성돼가는 느낌
경제와 외교안보, 자유민주주의가 없어진 3無(무) 정권인 문재인 정권의 폭주를 우리가 막아내자"
통합당_황교안,2020-04-10,"가구당 최저생계비 기준 190만원에 맞춰서 발표한 것
4인 가족 기준 (1인당) 50만원씩 하면 200만원이 된다"
통합당_황교안,2020-04-09,"현 정권의 포퓰리즘을 앞장서서 막아야 할 제1야당 대표가 먼저 나서서 전 국민에게 1인당 50만 원씩 주자고 주장하니 제정신인지 묻지 않을 수 없다
그렇지 않아도 포퓰리즘으로 매표를 못 해 안달하는 집권여당에 날개를 달아줬다
이러니 국민의당이 야권표 분산시키지 말아 달라는 요청을 받아들여 지역구 공천 포기라는 큰 결단까지 내렸는데도, 지금 선거를 여당에 끌려다니고 있는 것 아닌가"
통합당_황교안,2020-04-08,"文대통령, 긴급재정명령권 발동하라
재난지원금 예산 조정해 마련해야"
통합당_황교안,2020-04-08,"문재인 대통령은 즉시 긴급재정명령권을 발동해 예산 구조조정에 착수해 달라
코로나 경제 대위기는 이제 막 시작됐다. 국회에게 물어볼 시간이 없다. 급박하고 촉박하다
올해 520조원 예산 중 불필요한 예산 20%만 조정해도 100조원의 예산을 확보할 수 있다
골든타임을 놓쳐서는 안 된다
긴급재난지원금에 필요한 25조 재원을 예산 구조조정을 통해 마련하자
(재난지원금 마련을 위해) 국채를 발행해 다음 세대에게 빚을 떠안기지는 말아야 한다
문재인 정권은 지난 정부에서 애써 닦아 온 재정건전성과 흑자장부를 3년 만에 다 탕진하고, 사상 최대의 경제위기 앞에서 국민들에게 빚덩이를 안겨다 주려고 하고 있다
보도에 따르면 국가부채가 1743조6000억이라고 한다. 정부가 갚아야 할 돈은 728조8000억원으로 모두 사상 최대
GDP 대비 국가채무비율은 41.2%로, 재정건전성의 마지노선 40%를 사상 처음으로 넘었다
문재인 정권은 방탕한 재정정책을 즉시 고쳐야 한다"
통합당_황교안,2020-04-08,"골든타임을 놓쳐서는 안 된다
전 국민 50만원 하루라도 빨리 지급해야 한다
문재인 대통령은 70%, 이해찬 여당 대표는 100%라고 하는데, 정부의 재난지원금 대책이 오락가락, 지지부진하다"
통합당_황교안,2020-04-08,추가 세금 부담 없이 할 수 있다
통합당_황교안,2020-04-08,현금 살포는 소비 진작 효과가 크지 않다
